"Ano","Numero de Contribuições","Tipo de Contribuinte/Fonte","Quantidade de Contribuintes","Tipo de Contribuinte Resumo"
"2009","6","Empregado e Outro Contr-Gps","3372","Ambos"
"2009","7","Empregado e Outro Contr-Gps","3690","Ambos"
"2009","8","Empregado e Outro Contr-Gps","3786","Ambos"
"2009","9","Empregado e Outro Contr-Gps","3765","Ambos"
"2009","10","Empregado e Outro Contr-Gps","4349","Ambos"
"2009","11","Empregado e Outro Contr-Gps","6655","Ambos"
"2009","12","Empregado e Outro Contr-Gps","22102","Ambos"
"2009","1","Outro Contr-Gfip","64486","Outros Contribuintes"
"2009","2","Outro Contr-Gfip","27486","Outros Contribuintes"
"2009","3","Outro Contr-Gfip","19301","Outros Contribuintes"
"2009","4","Outro Contr-Gfip","15138","Outros Contribuintes"
"2009","5","Outro Contr-Gfip","13297","Outros Contribuintes"
"2009","6","Outro Contr-Gfip","12785","Outros Contribuintes"
"2009","7","Outro Contr-Gfip","12252","Outros Contribuintes"
"2009","8","Outro Contr-Gfip","12444","Outros Contribuintes"
"2009","9","Outro Contr-Gfip","13557","Outros Contribuintes"
"2009","10","Outro Contr-Gfip","16563","Outros Contribuintes"
"2009","11","Outro Contr-Gfip","29561","Outros Contribuintes"
"2009","12","Outro Contr-Gfip","221421","Outros Contribuintes"
"2009","1","Empregado e Outro Contr-Gfip","248","Ambos"
"2009","2","Empregado e Outro Contr-Gfip","2516","Ambos"
"2009","3","Empregado e Outro Contr-Gfip","3798","Ambos"
"2009","4","Empregado e Outro Contr-Gfip","4550","Ambos"
"2009","5","Empregado e Outro Contr-Gfip","5363","Ambos"
"2009","6","Empregado e Outro Contr-Gfip","6192","Ambos"
"2009","7","Empregado e Outro Contr-Gfip","6673","Ambos"
"2009","8","Empregado e Outro Contr-Gfip","7191","Ambos"
"2009","9","Empregado e Outro Contr-Gfip","7771","Ambos"
"2009","10","Empregado e Outro Contr-Gfip","9222","Ambos"
"2009","11","Empregado e Outro Contr-Gfip","12319","Ambos"
"2009","12","Empregado e Outro Contr-Gfip","99484","Ambos"
"2009","1","Outro Contr-Gps-Gfip","85","Outros Contribuintes"
"2009","2","Outro Contr-Gps-Gfip","604","Outros Contribuintes"
"2009","3","Outro Contr-Gps-Gfip","607","Outros Contribuintes"
"2009","4","Outro Contr-Gps-Gfip","687","Outros Contribuintes"
"2009","5","Outro Contr-Gps-Gfip","680","Outros Contribuintes"
"2009","6","Outro Contr-Gps-Gfip","782","Outros Contribuintes"
"2009","7","Outro Contr-Gps-Gfip","813","Outros Contribuintes"
"2009","8","Outro Contr-Gps-Gfip","896","Outros Contribuintes"
"2009","9","Outro Contr-Gps-Gfip","1049","Outros Contribuintes"
"2009","10","Outro Contr-Gps-Gfip","1328","Outros Contribuintes"
"2009","11","Outro Contr-Gps-Gfip","2635","Outros Contribuintes"
"2009","12","Outro Contr-Gps-Gfip","17153","Outros Contribuintes"
"2009","2","Empregado e Outro Contr-Gps-Gfip","8","Ambos"
"2009","3","Empregado e Outro Contr-Gps-Gfip","31","Ambos"
"2009","4","Empregado e Outro Contr-Gps-Gfip","68","Ambos"
"2009","5","Empregado e Outro Contr-Gps-Gfip","90","Ambos"
"2009","6","Empregado e Outro Contr-Gps-Gfip","119","Ambos"
"2009","7","Empregado e Outro Contr-Gps-Gfip","157","Ambos"
"2009","8","Empregado e Outro Contr-Gps-Gfip","186","Ambos"
"2009","9","Empregado e Outro Contr-Gps-Gfip","219","Ambos"
"2009","10","Empregado e Outro Contr-Gps-Gfip","290","Ambos"
"2009","11","Empregado e Outro Contr-Gps-Gfip","407","Ambos"
"2009","12","Empregado e Outro Contr-Gps-Gfip","2412","Ambos"
"2009","1","Empregado","140214","Trabalhadores Empregados"
"2009","2","Empregado","154691","Trabalhadores Empregados"
"2009","3","Empregado","159788","Trabalhadores Empregados"
"2009","4","Empregado","154183","Trabalhadores Empregados"
"2009","5","Empregado","158144","Trabalhadores Empregados"
"2009","6","Empregado","170951","Trabalhadores Empregados"
"2009","7","Empregado","181831","Trabalhadores Empregados"
"2009","8","Empregado","172192","Trabalhadores Empregados"
"2009","9","Empregado","176290","Trabalhadores Empregados"
"2009","10","Empregado","192180","Trabalhadores Empregados"
"2009","11","Empregado","263981","Trabalhadores Empregados"
"2009","12","Empregado","2463937","Trabalhadores Empregados"
"2009","1","Outro Contr-Gps","25187","Outros Contribuintes"
"2009","2","Outro Contr-Gps","19254","Outros Contribuintes"
"2009","3","Outro Contr-Gps","19054","Outros Contribuintes"
"2009","4","Outro Contr-Gps","19129","Outros Contribuintes"
"2009","5","Outro Contr-Gps","17069","Outros Contribuintes"
"2009","6","Outro Contr-Gps","15942","Outros Contribuintes"
"2009","7","Outro Contr-Gps","14286","Outros Contribuintes"
"2009","8","Outro Contr-Gps","14725","Outros Contribuintes"
"2009","9","Outro Contr-Gps","15266","Outros Contribuintes"
"2009","10","Outro Contr-Gps","18198","Outros Contribuintes"
"2009","11","Outro Contr-Gps","34944","Outros Contribuintes"
"2009","12","Outro Contr-Gps","177979","Outros Contribuintes"
"2009","1","Empregado e Outro Contr-Gps","44","Ambos"
"2009","2","Empregado e Outro Contr-Gps","924","Ambos"
"2009","3","Empregado e Outro Contr-Gps","1628","Ambos"
"2009","4","Empregado e Outro Contr-Gps","2165","Ambos"
"2009","5","Empregado e Outro Contr-Gps","2786","Ambos"
"2009","6","Empregado e Outro Contr-Gps","3155","Ambos"
"2009","7","Empregado e Outro Contr-Gps","3595","Ambos"
"2009","8","Empregado e Outro Contr-Gps","3299","Ambos"
"2009","9","Empregado e Outro Contr-Gps","3406","Ambos"
"2009","10","Empregado e Outro Contr-Gps","3694","Ambos"
"2009","11","Empregado e Outro Contr-Gps","5303","Ambos"
"2009","12","Empregado e Outro Contr-Gps","16894","Ambos"
"2009","1","Outro Contr-Gfip","50612","Outros Contribuintes"
"2009","2","Outro Contr-Gfip","22263","Outros Contribuintes"
"2009","3","Outro Contr-Gfip","16187","Outros Contribuintes"
"2009","4","Outro Contr-Gfip","13165","Outros Contribuintes"
"2009","5","Outro Contr-Gfip","11869","Outros Contribuintes"
"2009","6","Outro Contr-Gfip","11254","Outros Contribuintes"
"2009","7","Outro Contr-Gfip","10941","Outros Contribuintes"
"2009","8","Outro Contr-Gfip","11169","Outros Contribuintes"
"2009","9","Outro Contr-Gfip","12364","Outros Contribuintes"
"2009","10","Outro Contr-Gfip","14031","Outros Contribuintes"
"2009","11","Outro Contr-Gfip","24510","Outros Contribuintes"
"2009","12","Outro Contr-Gfip","175021","Outros Contribuintes"
"2009","1","Empregado e Outro Contr-Gfip","268","Ambos"
"2009","2","Empregado e Outro Contr-Gfip","2603","Ambos"
"2009","3","Empregado e Outro Contr-Gfip","4005","Ambos"
"2009","4","Empregado e Outro Contr-Gfip","5069","Ambos"
"2009","5","Empregado e Outro Contr-Gfip","5853","Ambos"
"2009","6","Empregado e Outro Contr-Gfip","6639","Ambos"
"2009","7","Empregado e Outro Contr-Gfip","7504","Ambos"
"2009","8","Empregado e Outro Contr-Gfip","7742","Ambos"
"2009","9","Empregado e Outro Contr-Gfip","8530","Ambos"
"2009","10","Empregado e Outro Contr-Gfip","9834","Ambos"
"2009","11","Empregado e Outro Contr-Gfip","13127","Ambos"
"2009","12","Empregado e Outro Contr-Gfip","97272","Ambos"
"2009","1","Outro Contr-Gps-Gfip","76","Outros Contribuintes"
"2009","2","Outro Contr-Gps-Gfip","480","Outros Contribuintes"
"2009","3","Outro Contr-Gps-Gfip","514","Outros Contribuintes"
"2009","4","Outro Contr-Gps-Gfip","560","Outros Contribuintes"
"2009","5","Outro Contr-Gps-Gfip","598","Outros Contribuintes"
"2009","6","Outro Contr-Gps-Gfip","588","Outros Contribuintes"
"2009","7","Outro Contr-Gps-Gfip","640","Outros Contribuintes"
"2009","8","Outro Contr-Gps-Gfip","738","Outros Contribuintes"
"2009","9","Outro Contr-Gps-Gfip","817","Outros Contribuintes"
"2009","10","Outro Contr-Gps-Gfip","1060","Outros Contribuintes"
"2009","11","Outro Contr-Gps-Gfip","1938","Outros Contribuintes"
"2009","12","Outro Contr-Gps-Gfip","11763","Outros Contribuintes"
"2009","2","Empregado e Outro Contr-Gps-Gfip","9","Ambos"
"2009","3","Empregado e Outro Contr-Gps-Gfip","21","Ambos"
"2009","4","Empregado e Outro Contr-Gps-Gfip","59","Ambos"
"2009","5","Empregado e Outro Contr-Gps-Gfip","79","Ambos"
"2009","6","Empregado e Outro Contr-Gps-Gfip","131","Ambos"
"2009","7","Empregado e Outro Contr-Gps-Gfip","178","Ambos"
"2009","8","Empregado e Outro Contr-Gps-Gfip","167","Ambos"
"2009","9","Empregado e Outro Contr-Gps-Gfip","188","Ambos"
"2009","10","Empregado e Outro Contr-Gps-Gfip","251","Ambos"
"2009","11","Empregado e Outro Contr-Gps-Gfip","349","Ambos"
"2009","12","Empregado e Outro Contr-Gps-Gfip","1969","Ambos"
"2009","1","Empregado","148492","Trabalhadores Empregados"
"2009","2","Empregado","168535","Trabalhadores Empregados"
"2009","3","Empregado","176673","Trabalhadores Empregados"
"2009","4","Empregado","173915","Trabalhadores Empregados"
"2009","5","Empregado","179133","Trabalhadores Empregados"
"2009","6","Empregado","193552","Trabalhadores Empregados"
"2009","7","Empregado","206563","Trabalhadores Empregados"
"2009","8","Empregado","196161","Trabalhadores Empregados"
"2009","9","Empregado","196812","Trabalhadores Empregados"
"2009","10","Empregado","213679","Trabalhadores Empregados"
"2009","11","Empregado","281693","Trabalhadores Empregados"
"2009","12","Empregado","2449645","Trabalhadores Empregados"
"2009","1","Outro Contr-Gps","18159","Outros Contribuintes"
"2009","2","Outro Contr-Gps","13650","Outros Contribuintes"
"2009","3","Outro Contr-Gps","13761","Outros Contribuintes"
"2009","4","Outro Contr-Gps","13626","Outros Contribuintes"
"2009","5","Outro Contr-Gps","11838","Outros Contribuintes"
"2009","6","Outro Contr-Gps","10912","Outros Contribuintes"
"2009","7","Outro Contr-Gps","10241","Outros Contribuintes"
"2009","8","Outro Contr-Gps","10258","Outros Contribuintes"
"2009","9","Outro Contr-Gps","10106","Outros Contribuintes"
"2009","10","Outro Contr-Gps","12107","Outros Contribuintes"
"2009","11","Outro Contr-Gps","21877","Outros Contribuintes"
"2009","12","Outro Contr-Gps","106842","Outros Contribuintes"
"2009","1","Empregado e Outro Contr-Gps","50","Ambos"
"2009","2","Empregado e Outro Contr-Gps","815","Ambos"
"2009","3","Empregado e Outro Contr-Gps","1462","Ambos"
"2009","4","Empregado e Outro Contr-Gps","2027","Ambos"
"2009","5","Empregado e Outro Contr-Gps","2493","Ambos"
"2009","6","Empregado e Outro Contr-Gps","2870","Ambos"
"2009","7","Empregado e Outro Contr-Gps","3129","Ambos"
"2009","8","Empregado e Outro Contr-Gps","3038","Ambos"
"2009","9","Empregado e Outro Contr-Gps","2908","Ambos"
"2009","10","Empregado e Outro Contr-Gps","3093","Ambos"
"2009","11","Empregado e Outro Contr-Gps","4421","Ambos"
"2009","12","Empregado e Outro Contr-Gps","13531","Ambos"
"2009","1","Outro Contr-Gfip","42235","Outros Contribuintes"
"2009","2","Outro Contr-Gfip","18109","Outros Contribuintes"
"2009","3","Outro Contr-Gfip","13135","Outros Contribuintes"
"2009","4","Outro Contr-Gfip","10579","Outros Contribuintes"
"2009","5","Outro Contr-Gfip","9585","Outros Contribuintes"
"2009","6","Outro Contr-Gfip","8887","Outros Contribuintes"
"2009","7","Outro Contr-Gfip","8802","Outros Contribuintes"
"2009","8","Outro Contr-Gfip","9161","Outros Contribuintes"
"2009","9","Outro Contr-Gfip","9985","Outros Contribuintes"
"2009","10","Outro Contr-Gfip","11093","Outros Contribuintes"
"2009","11","Outro Contr-Gfip","17925","Outros Contribuintes"
"2009","12","Outro Contr-Gfip","121823","Outros Contribuintes"
"2009","1","Empregado e Outro Contr-Gfip","283","Ambos"
"2009","2","Empregado e Outro Contr-Gfip","2963","Ambos"
"2009","3","Empregado e Outro Contr-Gfip","4425","Ambos"
"2009","4","Empregado e Outro Contr-Gfip","5758","Ambos"
"2009","5","Empregado e Outro Contr-Gfip","6386","Ambos"
"2009","6","Empregado e Outro Contr-Gfip","7350","Ambos"
"2009","7","Empregado e Outro Contr-Gfip","8200","Ambos"
"2009","8","Empregado e Outro Contr-Gfip","8680","Ambos"
"2009","9","Empregado e Outro Contr-Gfip","9405","Ambos"
"2009","10","Empregado e Outro Contr-Gfip","11005","Ambos"
"2009","11","Empregado e Outro Contr-Gfip","13918","Ambos"
"2009","12","Empregado e Outro Contr-Gfip","95951","Ambos"
"2009","1","Outro Contr-Gps-Gfip","72","Outros Contribuintes"
"2009","2","Outro Contr-Gps-Gfip","419","Outros Contribuintes"
"2009","3","Outro Contr-Gps-Gfip","389","Outros Contribuintes"
"2009","4","Outro Contr-Gps-Gfip","439","Outros Contribuintes"
"2009","5","Outro Contr-Gps-Gfip","433","Outros Contribuintes"
"2009","6","Outro Contr-Gps-Gfip","455","Outros Contribuintes"
"2009","7","Outro Contr-Gps-Gfip","544","Outros Contribuintes"
"2009","8","Outro Contr-Gps-Gfip","551","Outros Contribuintes"
"2009","9","Outro Contr-Gps-Gfip","629","Outros Contribuintes"
"2009","10","Outro Contr-Gps-Gfip","734","Outros Contribuintes"
"2009","11","Outro Contr-Gps-Gfip","1195","Outros Contribuintes"
"2009","12","Outro Contr-Gps-Gfip","7215","Outros Contribuintes"
"2009","1","Empregado e Outro Contr-Gps-Gfip","1","Ambos"
"2009","2","Empregado e Outro Contr-Gps-Gfip","3","Ambos"
"2009","3","Empregado e Outro Contr-Gps-Gfip","40","Ambos"
"2009","4","Empregado e Outro Contr-Gps-Gfip","71","Ambos"
"2009","5","Empregado e Outro Contr-Gps-Gfip","94","Ambos"
"2009","6","Empregado e Outro Contr-Gps-Gfip","108","Ambos"
"2009","7","Empregado e Outro Contr-Gps-Gfip","141","Ambos"
"2009","8","Empregado e Outro Contr-Gps-Gfip","171","Ambos"
"2009","9","Empregado e Outro Contr-Gps-Gfip","203","Ambos"
"2009","10","Empregado e Outro Contr-Gps-Gfip","210","Ambos"
"2009","11","Empregado e Outro Contr-Gps-Gfip","323","Ambos"
"2009","12","Empregado e Outro Contr-Gps-Gfip","1582","Ambos"
"2009","1","Empregado","159357","Trabalhadores Empregados"
"2009","2","Empregado","187422","Trabalhadores Empregados"
"2009","3","Empregado","197814","Trabalhadores Empregados"
"2009","4","Empregado","196341","Trabalhadores Empregados"
"2009","5","Empregado","203120","Trabalhadores Empregados"
"2009","6","Empregado","218876","Trabalhadores Empregados"
"2009","7","Empregado","233362","Trabalhadores Empregados"
"2009","8","Empregado","222032","Trabalhadores Empregados"
"2009","9","Empregado","220972","Trabalhadores Empregados"
"2009","10","Empregado","236385","Trabalhadores Empregados"
"2009","11","Empregado","302879","Trabalhadores Empregados"
"2009","12","Empregado","2444345","Trabalhadores Empregados"
"2009","1","Outro Contr-Gps","14453","Outros Contribuintes"
"2009","2","Outro Contr-Gps","11208","Outros Contribuintes"
"2009","3","Outro Contr-Gps","11039","Outros Contribuintes"
"2009","4","Outro Contr-Gps","10616","Outros Contribuintes"
"2009","5","Outro Contr-Gps","9306","Outros Contribuintes"
"2009","6","Outro Contr-Gps","8481","Outros Contribuintes"
"2009","7","Outro Contr-Gps","7762","Outros Contribuintes"
"2009","8","Outro Contr-Gps","7646","Outros Contribuintes"
"2009","9","Outro Contr-Gps","7486","Outros Contribuintes"
"2009","10","Outro Contr-Gps","8550","Outros Contribuintes"
"2009","11","Outro Contr-Gps","14182","Outros Contribuintes"
"2009","12","Outro Contr-Gps","66472","Outros Contribuintes"
"2009","1","Empregado e Outro Contr-Gps","49","Ambos"
"2009","2","Empregado e Outro Contr-Gps","806","Ambos"
"2009","3","Empregado e Outro Contr-Gps","1458","Ambos"
"2009","4","Empregado e Outro Contr-Gps","1983","Ambos"
"2009","5","Empregado e Outro Contr-Gps","2350","Ambos"
"2009","6","Empregado e Outro Contr-Gps","2701","Ambos"
"2009","7","Empregado e Outro Contr-Gps","2943","Ambos"
"2009","8","Empregado e Outro Contr-Gps","2861","Ambos"
"2009","9","Empregado e Outro Contr-Gps","2646","Ambos"
"2009","10","Empregado e Outro Contr-Gps","2713","Ambos"
"2009","11","Empregado e Outro Contr-Gps","3506","Ambos"
"2009","12","Empregado e Outro Contr-Gps","10083","Ambos"
"2009","1","Outro Contr-Gfip","37129","Outros Contribuintes"
"2009","2","Outro Contr-Gfip","15392","Outros Contribuintes"
"2009","3","Outro Contr-Gfip","10844","Outros Contribuintes"
"2009","4","Outro Contr-Gfip","8838","Outros Contribuintes"
"2009","5","Outro Contr-Gfip","7721","Outros Contribuintes"
"2009","6","Outro Contr-Gfip","7200","Outros Contribuintes"
"2009","7","Outro Contr-Gfip","6984","Outros Contribuintes"
"2009","8","Outro Contr-Gfip","7201","Outros Contribuintes"
"2009","9","Outro Contr-Gfip","7775","Outros Contribuintes"
"2009","10","Outro Contr-Gfip","8601","Outros Contribuintes"
"2009","11","Outro Contr-Gfip","13173","Outros Contribuintes"
"2009","12","Outro Contr-Gfip","82680","Outros Contribuintes"
"2009","1","Empregado e Outro Contr-Gfip","358","Ambos"
"2009","2","Empregado e Outro Contr-Gfip","3085","Ambos"
"2009","3","Empregado e Outro Contr-Gfip","4708","Ambos"
"2009","4","Empregado e Outro Contr-Gfip","5956","Ambos"
"2009","5","Empregado e Outro Contr-Gfip","6740","Ambos"
"2009","6","Empregado e Outro Contr-Gfip","7653","Ambos"
"2009","7","Empregado e Outro Contr-Gfip","8560","Ambos"
"2009","8","Empregado e Outro Contr-Gfip","8956","Ambos"
"2009","9","Empregado e Outro Contr-Gfip","9463","Ambos"
"2009","10","Empregado e Outro Contr-Gfip","10705","Ambos"
"2009","11","Empregado e Outro Contr-Gfip","13589","Ambos"
"2009","12","Empregado e Outro Contr-Gfip","85130","Ambos"
"2009","1","Outro Contr-Gps-Gfip","61","Outros Contribuintes"
"2009","2","Outro Contr-Gps-Gfip","283","Outros Contribuintes"
"2009","3","Outro Contr-Gps-Gfip","316","Outros Contribuintes"
"2009","4","Outro Contr-Gps-Gfip","334","Outros Contribuintes"
"2009","5","Outro Contr-Gps-Gfip","343","Outros Contribuintes"
"2009","6","Outro Contr-Gps-Gfip","357","Outros Contribuintes"
"2009","7","Outro Contr-Gps-Gfip","365","Outros Contribuintes"
"2009","8","Outro Contr-Gps-Gfip","413","Outros Contribuintes"
"2009","9","Outro Contr-Gps-Gfip","404","Outros Contribuintes"
"2009","10","Outro Contr-Gps-Gfip","505","Outros Contribuintes"
"2009","11","Outro Contr-Gps-Gfip","754","Outros Contribuintes"
"2009","12","Outro Contr-Gps-Gfip","3982","Outros Contribuintes"
"2009","1","Empregado e Outro Contr-Gps-Gfip","1","Ambos"
"2009","2","Empregado e Outro Contr-Gps-Gfip","14","Ambos"
"2009","3","Empregado e Outro Contr-Gps-Gfip","24","Ambos"
"2009","4","Empregado e Outro Contr-Gps-Gfip","56","Ambos"
"2009","5","Empregado e Outro Contr-Gps-Gfip","93","Ambos"
"2009","6","Empregado e Outro Contr-Gps-Gfip","95","Ambos"
"2009","7","Empregado e Outro Contr-Gps-Gfip","158","Ambos"
"2009","8","Empregado e Outro Contr-Gps-Gfip","151","Ambos"
"2009","9","Empregado e Outro Contr-Gps-Gfip","179","Ambos"
"2009","10","Empregado e Outro Contr-Gps-Gfip","189","Ambos"
"2009","11","Empregado e Outro Contr-Gps-Gfip","271","Ambos"
"2009","12","Empregado e Outro Contr-Gps-Gfip","1117","Ambos"
"2009","1","Empregado","180166","Trabalhadores Empregados"
"2009","2","Empregado","213204","Trabalhadores Empregados"
"2009","3","Empregado","223993","Trabalhadores Empregados"
"2009","4","Empregado","222038","Trabalhadores Empregados"
"2009","5","Empregado","225761","Trabalhadores Empregados"
"2009","6","Empregado","244958","Trabalhadores Empregados"
"2009","7","Empregado","259600","Trabalhadores Empregados"
"2009","8","Empregado","246234","Trabalhadores Empregados"
"2009","9","Empregado","242134","Trabalhadores Empregados"
"2009","10","Empregado","255173","Trabalhadores Empregados"
"2009","11","Empregado","314684","Trabalhadores Empregados"
"2009","12","Empregado","2359633","Trabalhadores Empregados"
